Row ID,Order ID,Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sales,Quantity,Discount,Profit
5039,CA-2015-136469,07-11-2015,07-12-2015,First Class,Corporate,United States,Wilmington,Delaware,19805,East,Furniture,199.836,4,0.3,-37.1124
5044,CA-2016-158694,11-10-2016,11/13/2016,Second Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,467.46,9,0,191.6586
5056,CA-2015-141243,01-03-2015,01-08-2015,Second Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,1352.3976,9,0.32,-437.5404
5064,CA-2015-136798,05-08-2015,05-12-2015,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,123.96,3,0,11.1564
5067,CA-2017-142090,11/30/2017,12-07-2017,Standard Class,Consumer,United States,Burlington,North Carolina,27217,South,Furniture,1781.682,7,0.4,-653.2834
5072,CA-2014-124478,08-08-2014,08-12-2014,Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Furniture,53.88,6,0,22.6296
5076,CA-2014-134572,4/20/2014,4/22/2014,Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,744.1,5,0.3,-95.67
5078,CA-2014-134572,4/20/2014,4/22/2014,Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,401.59,2,0.3,-131.951
5080,US-2017-133312,11/25/2017,11/29/2017,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,359.499,3,0.15,-29.6058
5095,US-2014-140452,12-06-2014,12-10-2014,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,214.95,5,0.5,-120.372
5097,US-2014-140452,12-06-2014,12-10-2014,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,10.776,3,0.6,-4.8492
5106,CA-2014-116568,12/14/2014,12/20/2014,Standard Class,Consumer,United States,Deltona,Florida,32725,South,Furniture,186.304,4,0.2,13.9728
5113,CA-2015-153073,11/13/2015,11/13/2015,Same Day,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,17.496,9,0.6,-7.4358
5125,CA-2014-160766,9/14/2014,9/14/2014,Same Day,Consumer,United States,New York City,New York,10009,East,Furniture,464.292,9,0.4,-108.3348
5132,CA-2017-146626,12/29/2017,01-05-2018,Standard Class,Corporate,United States,Anaheim,California,92804,West,Furniture,101.12,8,0,37.4144
5138,CA-2016-128972,11/13/2016,11/17/2016,Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,30.36,4,0,13.0548
5142,CA-2016-111213,04-01-2016,04-05-2016,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,1317.492,6,0.1,292.776
5145,CA-2017-161333,02-02-2017,02-07-2017,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,86.26,2,0,29.3284
5148,CA-2017-128734,12/24/2017,12/31/2017,Standard Class,Home Office,United States,Chandler,Arizona,85224,West,Furniture,8.544,4,0.2,1.9224
5149,CA-2017-128734,12/24/2017,12/31/2017,Standard Class,Home Office,United States,Chandler,Arizona,85224,West,Furniture,842.376,3,0.2,105.297
5156,US-2015-124219,08-07-2015,08-08-2015,First Class,Consumer,United States,Kirkwood,Missouri,63122,Central,Furniture,212.94,3,0,34.0704
5158,CA-2017-163006,6/30/2017,07-04-2017,Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,569.058,3,0.3,-178.8468
5159,CA-2017-163006,6/30/2017,07-04-2017,Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,14.224,2,0.6,-10.3124
5162,CA-2014-111192,7/30/2014,08-05-2014,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,1367.84,8,0,259.8896
5163,CA-2016-115378,11/18/2016,11/23/2016,Second Class,Consumer,United States,Taylor,Michigan,48180,Central,Furniture,301.96,2,0,33.2156
5164,CA-2015-161627,07-06-2015,07-11-2015,Standard Class,Consumer,United States,Pasadena,California,91104,West,Furniture,170.352,3,0.2,-17.0352
5168,CA-2014-121006,11-10-2014,11/16/2014,Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Furniture,563.94,3,0,112.788
5171,CA-2016-122903,5/27/2016,5/29/2016,Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Furniture,3504.9,5,0,700.98
5176,CA-2017-106432,10/19/2017,10/24/2017,Standard Class,Consumer,United States,Waco,Texas,76706,Central,Furniture,328.3992,3,0.32,-91.7586
5179,US-2015-120502,4/13/2015,4/19/2015,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,37.68,2,0,15.8256
5189,CA-2015-115567,9/13/2015,9/18/2015,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,1516.2,7,0,394.212
5193,CA-2014-101560,11/28/2014,12-01-2014,Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Furniture,397.6,5,0,43.736
5203,CA-2015-142454,8/15/2015,8/19/2015,Standard Class,Consumer,United States,Oakland,California,94601,West,Furniture,104.23,7,0,28.1421
5220,CA-2017-145653,09-01-2017,09-01-2017,Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,498.26,7,0,134.5302
5221,CA-2014-140487,6/14/2014,6/20/2014,Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,212.94,3,0,57.4938
5228,CA-2016-119865,6/21/2016,6/26/2016,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,353.568,2,0.2,-44.196
5231,CA-2017-124436,3/19/2017,3/22/2017,Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,697.16,5,0.2,8.7145
5232,CA-2017-124436,3/19/2017,3/22/2017,Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,30.93,1,0,12.6813
5234,CA-2014-115084,10/18/2014,10/22/2014,Standard Class,Corporate,United States,Texarkana,Arkansas,71854,South,Furniture,605.34,6,0,145.2816
5235,CA-2017-131037,8/22/2017,8/23/2017,First Class,Consumer,United States,San Francisco,California,94110,West,Furniture,210.008,1,0.2,2.6251
5237,CA-2014-166744,9/20/2014,9/24/2014,Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Furniture,164.22,3,0,50.9082
5238,CA-2014-166744,9/20/2014,9/24/2014,Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Furniture,362.94,3,0,36.294
5245,CA-2016-156265,08-02-2016,08-04-2016,Second Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,136.464,2,0.2,15.3522
5255,CA-2015-125185,03-05-2015,03-07-2015,Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,East,Furniture,99.372,2,0.3,-7.098
5256,CA-2015-125185,03-05-2015,03-07-2015,Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,East,Furniture,33.568,2,0.2,-5.4548
5263,CA-2014-105165,09-07-2014,09-10-2014,First Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,200.795,1,0.3,-22.948
5270,CA-2017-144484,09-11-2017,09-11-2017,Same Day,Consumer,United States,San Francisco,California,94110,West,Furniture,32.36,4,0,11.6496
5272,CA-2017-125913,1/16/2017,1/16/2017,Same Day,Corporate,United States,Los Angeles,California,90008,West,Furniture,27.92,4,0,8.0968
5273,CA-2017-125913,1/16/2017,1/16/2017,Same Day,Corporate,United States,Los Angeles,California,90008,West,Furniture,399.672,7,0.2,-14.9877
5275,CA-2015-162887,11-07-2015,11-09-2015,Second Class,Consumer,United States,Burlington,Vermont,5408,East,Furniture,715.2,3,0,178.8
5278,CA-2014-113859,9/13/2014,9/17/2014,Standard Class,Home Office,United States,Odessa,Texas,79762,Central,Furniture,340.116,6,0.3,-9.7176
5282,CA-2015-105158,09-05-2015,09-10-2015,Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Furniture,6.16,2,0,2.9568
5288,CA-2017-105991,05-05-2017,05-06-2017,First Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,89.991,3,0.7,-152.9847
5291,CA-2014-146283,09-08-2014,9/15/2014,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,966.7,5,0.3,-13.81
5294,CA-2015-111073,12/26/2015,12/30/2015,Standard Class,Consumer,United States,Medina,Ohio,44256,East,Furniture,51.588,1,0.4,-15.4764
5297,CA-2017-108791,7/27/2017,7/31/2017,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Furniture,14.89,1,0,4.0203
5301,CA-2016-113831,5/30/2016,06-03-2016,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,2275.5,10,0,386.835
5304,US-2014-139500,11/16/2014,11/20/2014,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,37.296,2,0.3,-1.0656
5305,US-2014-166310,9/21/2014,9/23/2014,First Class,Home Office,United States,Garland,Texas,75043,Central,Furniture,8.544,2,0.6,-7.476
5306,US-2016-168410,2/21/2016,2/26/2016,Standard Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,68.95,5,0,28.959
5309,CA-2017-131254,11/19/2017,11/21/2017,First Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,191.058,3,0.3,-46.3998
5314,CA-2017-137876,4/30/2017,05-05-2017,Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,64.96,2,0,21.4368
5316,CA-2016-154060,05-02-2016,05-08-2016,Standard Class,Consumer,United States,Greensboro,North Carolina,27405,South,Furniture,187.056,9,0.2,11.691
5317,US-2017-162558,10-02-2017,10-05-2017,First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,11.808,2,0.2,1.3284
5318,US-2017-162558,10-02-2017,10-05-2017,First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,9.656,1,0.2,1.5691
5321,US-2017-162558,10-02-2017,10-05-2017,First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,2314.116,7,0.4,-1002.7836
5323,US-2017-162558,10-02-2017,10-05-2017,First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,19.76,2,0.2,5.928
5326,CA-2015-119508,12-04-2015,12-09-2015,Standard Class,Consumer,United States,Lakewood,California,90712,West,Furniture,25.08,6,0,9.0288
5331,CA-2016-123120,09-04-2016,09-08-2016,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,63.94,1,0,24.9366
5334,CA-2014-103331,8/26/2014,09-01-2014,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,10.68,4,0,4.0584
5355,CA-2014-113768,5/13/2014,5/19/2014,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,279.456,6,0.2,20.9592
5361,US-2017-126060,4/14/2017,4/18/2017,Standard Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,198.272,8,0.2,-32.2192
5363,CA-2016-122017,12/29/2016,01-02-2017,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Furniture,70.56,6,0,23.9904
5371,US-2017-136721,04-08-2017,04-12-2017,Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,273.96,2,0,71.2296
5372,US-2017-136721,04-08-2017,04-12-2017,Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,306.9,3,0,79.794
5374,CA-2015-118738,10/24/2015,10/30/2015,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,347.361,7,0.3,-69.4722
5395,US-2014-123183,11/19/2014,11/25/2014,Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Furniture,1025.88,6,0,235.9524
5397,US-2016-147340,9/24/2016,9/24/2016,Same Day,Corporate,United States,San Francisco,California,94110,West,Furniture,63.2,5,0,23.384
5400,CA-2016-117681,04-09-2016,4/14/2016,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,556.665,5,0.15,6.549
5427,CA-2016-153598,12-03-2016,12-06-2016,First Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,111.9,6,0,51.474
5428,US-2016-108497,6/14/2016,6/14/2016,Same Day,Home Office,United States,Los Angeles,California,90036,West,Furniture,599.165,5,0.15,35.245
5430,CA-2014-136861,09-05-2014,09-07-2014,First Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,31.984,2,0.2,1.999
5437,CA-2014-103317,07-05-2014,07-08-2014,First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,19.52,2,0.2,5.368
5439,CA-2014-103317,07-05-2014,07-08-2014,First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,213.216,3,0.2,15.9912
5452,US-2014-119081,09-12-2014,9/19/2014,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Furniture,40.56,2,0,12.9792
5458,CA-2017-130631,12/29/2017,01-02-2018,Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,68.46,2,0,20.538
5460,CA-2017-116680,09-04-2017,09-06-2017,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,1478.272,8,0.2,92.392
5462,CA-2017-101574,9/28/2017,10-04-2017,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,9.24,3,0,4.4352
5466,CA-2014-146591,1/19/2014,1/20/2014,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Furniture,181.47,5,0.7,-320.597
5468,CA-2016-122448,06-09-2016,6/14/2016,Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,122.352,3,0.2,13.7646
5469,CA-2014-132451,9/26/2014,9/27/2014,First Class,Home Office,United States,San Diego,California,92105,West,Furniture,585.552,3,0.2,73.194
5472,CA-2017-116946,12/19/2017,12/23/2017,Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,13.36,5,0.2,4.008
5474,CA-2017-116946,12/19/2017,12/23/2017,Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,102.018,7,0.7,-183.6324
5485,CA-2017-148999,1/30/2017,02-04-2017,Standard Class,Consumer,United States,Miami,Florida,33142,South,Furniture,419.136,4,0.2,-68.1096
5491,CA-2017-134495,04-01-2017,04-04-2017,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,218.352,3,0.2,-19.1058
5495,CA-2014-105249,11/28/2014,11/28/2014,Same Day,Home Office,United States,San Francisco,California,94122,West,Furniture,411.332,4,0.15,-4.8392
5501,CA-2017-164378,7/15/2017,7/18/2017,Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,664.146,6,0.1,88.5528
5503,CA-2017-127782,11-02-2017,11-06-2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,3.312,1,0.2,0.6624
5509,CA-2015-168529,10-08-2015,10-12-2015,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,145.9,5,0,62.737
5518,CA-2017-117667,12-04-2017,12-09-2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,239.96,10,0.3,-10.284
5519,CA-2017-117667,12-04-2017,12-09-2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,54.768,2,0.2,6.846
5540,US-2017-150595,5/22/2017,5/26/2017,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,181.986,2,0.3,-54.5958
5543,CA-2016-134936,12/19/2016,12/25/2016,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,455.97,6,0.5,-218.8656
5547,CA-2017-151008,09-07-2017,09-08-2017,First Class,Consumer,United States,Draper,Utah,84020,West,Furniture,25.16,2,0,10.5672
5555,US-2014-159618,11-12-2014,11/16/2014,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,67.9932,1,0.32,-12.9987
5556,CA-2017-116113,10-02-2017,10-06-2017,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,10.16,2,0,3.4544
5557,CA-2015-125066,12/14/2015,12/18/2015,Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Furniture,6.16,2,0,1.9712
5568,CA-2017-157966,3/13/2017,3/13/2017,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,89.768,1,0.3,-2.5648
5577,CA-2016-136686,12-12-2016,12/16/2016,Standard Class,Consumer,United States,Pasadena,California,91104,West,Furniture,383.64,6,0,122.7648
5580,CA-2017-137498,09-09-2017,9/14/2017,Second Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,243.92,5,0.2,-15.245
5582,CA-2017-163818,10-04-2017,10-08-2017,Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Furniture,19.98,1,0,8.5914
5584,CA-2014-116673,12/15/2014,12/19/2014,Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,6.16,2,0,1.9712
5592,CA-2014-164742,10/13/2014,10/18/2014,Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,245.98,2,0,27.0578
5606,CA-2016-134516,9/20/2016,9/25/2016,Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,17.088,2,0.2,1.068
5607,CA-2016-134516,9/20/2016,9/25/2016,Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,98.392,1,0.2,-11.0691
5618,CA-2017-125745,6/30/2017,07-04-2017,Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,19.52,2,0.2,5.368
5622,US-2016-124163,9/25/2016,9/30/2016,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,201.96,2,0,50.49
5623,US-2016-124163,9/25/2016,9/30/2016,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,68.64,11,0,17.16
5626,CA-2014-126683,9/29/2014,10-01-2014,Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,6.16,2,0,2.9568
5627,CA-2014-126683,9/29/2014,10-01-2014,Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,2348.82,9,0,399.2994
5629,CA-2017-148810,6/26/2017,07-01-2017,Standard Class,Corporate,United States,Miami,Florida,33180,South,Furniture,273.552,3,0.2,-13.6776
5630,US-2016-146066,8/21/2016,8/23/2016,Second Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,815.292,9,0.4,-339.705
5632,CA-2014-127614,02-11-2014,2/15/2014,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,1256.22,6,0,75.3732
5638,CA-2017-113208,3/26/2017,04-02-2017,Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,60.84,3,0,23.1192
5639,CA-2014-154893,12/21/2014,12/27/2014,Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,1325.76,6,0.2,149.148
5640,CA-2014-154893,12/21/2014,12/27/2014,Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,572.16,3,0.2,35.76
5643,CA-2016-127985,04-01-2016,04-05-2016,Second Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,7.04,4,0,3.0976
5646,CA-2017-127117,4/14/2017,4/19/2017,Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Furniture,74.45,5,0,20.1015
5647,CA-2015-104241,01-04-2015,01-09-2015,Standard Class,Corporate,United States,Alexandria,Virginia,22304,South,Furniture,192.22,14,0,69.1992
5652,CA-2017-142342,7/17/2017,7/19/2017,Second Class,Corporate,United States,Apple Valley,California,92307,West,Furniture,1194.165,5,0.15,210.735
5659,CA-2016-145261,12/18/2016,12/21/2016,First Class,Home Office,United States,Salem,Oregon,97301,West,Furniture,377.45,5,0.5,-264.215
5662,CA-2016-108875,9/24/2016,10-01-2016,Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,21.44,2,0.2,7.504
5671,CA-2015-141012,06-09-2015,06-11-2015,Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Furniture,355.36,4,0,92.3936
5678,CA-2014-126802,12/29/2014,01-05-2015,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,38.976,3,0.6,-50.6688
5688,CA-2014-131541,7/28/2014,7/28/2014,Same Day,Consumer,United States,Apopka,Florida,32712,South,Furniture,129.888,6,0.2,12.9888
5690,CA-2015-119550,12/26/2015,12/31/2015,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,275.058,3,0.3,-90.3762
5695,US-2015-138093,12-10-2015,12/16/2015,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,542.94,3,0,141.1644
5696,CA-2016-126165,05-05-2016,05-07-2016,Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,71.088,2,0.2,-1.7772
5704,US-2014-123519,12/14/2014,12/21/2014,Standard Class,Consumer,United States,Marion,Ohio,43302,East,Furniture,136.53,1,0.4,-52.3365
5708,US-2015-160857,05-08-2015,5/15/2015,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,79.44,3,0,30.1872
5710,US-2015-160857,05-08-2015,5/15/2015,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,127.764,2,0.1,21.294
5731,CA-2017-117324,12-08-2017,12/13/2017,Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Furniture,459.92,4,0,41.3928
5733,CA-2017-143574,6/29/2017,07-02-2017,First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,638.82,9,0,185.2578
5735,CA-2017-143574,6/29/2017,07-02-2017,First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,25.16,2,0,8.5544
5738,CA-2014-148614,1/20/2014,1/25/2014,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,19.3,2,0,5.79
5741,US-2017-147886,3/28/2017,3/31/2017,First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,26.48,1,0,10.0624
5746,US-2017-147886,3/28/2017,3/31/2017,First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,21.56,7,0,6.8992
5751,CA-2014-145800,5/30/2014,06-05-2014,Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Furniture,355.455,3,0.5,-184.8366
5754,CA-2016-118514,02-03-2016,02-10-2016,Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,866.4,4,0,225.264
5758,CA-2015-119634,08-11-2015,8/16/2015,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Furniture,46.152,3,0.2,12.1149
5763,CA-2017-158169,08-12-2017,8/15/2017,First Class,Consumer,United States,Lake Forest,California,92630,West,Furniture,54.92,4,0,19.7712
5764,CA-2015-162047,11-03-2015,11-05-2015,First Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,1448.82,10,0.1,209.274
5771,CA-2015-103835,9/24/2015,9/28/2015,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,14.91,3,0,4.6221
5775,CA-2016-142398,04-12-2016,4/16/2016,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,638.288,7,0.2,-31.9144
5780,CA-2014-105270,11-11-2014,11/18/2014,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,112.648,1,0.2,11.2648
5785,CA-2017-141117,10-02-2017,10-08-2017,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,217.764,6,0.7,-384.7164
5789,CA-2017-115070,04-10-2017,4/14/2017,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,12.32,5,0.2,1.848
5792,CA-2017-140186,9/29/2017,10-02-2017,First Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,72.784,1,0.2,0
5794,CA-2017-140186,9/29/2017,10-02-2017,First Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,51.75,1,0,15.525
5797,CA-2014-124856,9/29/2014,10-03-2014,Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,117.36,4,0,36.3816
5800,CA-2014-166716,8/20/2014,8/25/2014,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,421.372,2,0.3,-6.0196
5806,CA-2017-113873,11/13/2017,11/19/2017,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,205.9992,3,0.32,-27.2646
5810,CA-2016-125017,02-06-2016,02-11-2016,Standard Class,Corporate,United States,Chattanooga,Tennessee,37421,South,Furniture,132.224,4,0.2,-18.1808
5812,US-2015-163279,3/22/2015,3/26/2015,Standard Class,Corporate,United States,San Diego,California,92037,West,Furniture,91.96,2,0,15.6332
5823,CA-2017-117632,05-12-2017,5/18/2017,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,285.48,5,0.2,-10.7055
5827,CA-2017-161067,09-03-2017,09-06-2017,Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,90.801,1,0.1,14.1246
5828,CA-2017-161067,09-03-2017,09-06-2017,Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,181.764,2,0.1,-8.0784
5830,CA-2016-122063,12-03-2016,12-07-2016,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,581.96,2,0,104.7528
5831,CA-2016-122063,12-03-2016,12-07-2016,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,29.98,1,0,8.0946
5834,CA-2016-142895,7/21/2016,7/26/2016,Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,363.92,5,0.2,0
5841,CA-2015-134992,9/22/2015,9/26/2015,Second Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,47.98,2,0,11.0354
5844,CA-2015-126725,11/17/2015,11/21/2015,Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,80.96,4,0,29.1456
5847,CA-2015-126725,11/17/2015,11/21/2015,Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,225.568,2,0.2,2.8196
5848,CA-2015-126725,11/17/2015,11/21/2015,Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,36.6,3,0,15.372
5853,CA-2015-121783,11-10-2015,11/14/2015,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Furniture,29.22,3,0,12.8568
5858,CA-2015-112214,08-05-2015,08-11-2015,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,14.76,5,0.6,-11.439
5859,US-2017-153255,09-03-2017,09-07-2017,Second Class,Consumer,United States,Concord,California,94521,West,Furniture,239.666,2,0.15,14.098
5860,CA-2015-108119,11-01-2015,11-08-2015,Standard Class,Consumer,United States,Conway,Arkansas,72032,South,Furniture,301.96,2,0,45.294
5867,US-2014-117968,08-05-2014,08-07-2014,Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Furniture,1133.35,5,0,294.671
5870,CA-2016-152247,11-07-2016,11-12-2016,Standard Class,Home Office,United States,Cheyenne,Wyoming,82001,West,Furniture,1603.136,4,0.2,100.196
5871,CA-2016-128223,6/14/2016,6/14/2016,Same Day,Corporate,United States,Anaheim,California,92804,West,Furniture,1293.488,7,0.2,80.843
5872,CA-2016-154235,9/24/2016,9/28/2016,Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Furniture,127.95,3,0,21.7515
5881,CA-2016-133935,9/18/2016,9/22/2016,Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,801.568,2,0.2,50.098
5883,CA-2016-133935,9/18/2016,9/22/2016,Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,885.528,9,0.2,-99.6219
5884,CA-2016-136301,3/13/2016,3/15/2016,Second Class,Corporate,United States,San Francisco,California,94109,West,Furniture,28.28,2,0,7.3528
5898,CA-2016-167682,04-03-2016,04-09-2016,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,71.12,4,0,22.0472
5902,CA-2016-159639,11/27/2016,12-02-2016,Standard Class,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,31.56,3,0,10.4148
5910,US-2016-113985,12-02-2016,12-07-2016,Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,14.52,3,0,5.6628
5916,US-2015-126977,9/17/2015,9/23/2015,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,199.764,2,0.1,8.8784
5918,US-2015-126977,9/17/2015,9/23/2015,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,4228.704,6,0.2,158.5764
