" TRebel Airdopes 171 - Wireless Earbuds with 6mm Drivers, 380mAh Charging cum Carrying Case, IPX4 Sweat and Water Resistance, 13H nonstop Music","
Sale price₹ 1,799",70% off,3 reviews,"★
  5.0
    ",Very good,Very good product i am fully satisfied 😊😊😊
" TRebel Airdopes 171 - Wireless Earbuds with 6mm Drivers, 380mAh Charging cum Carrying Case, IPX4 Sweat and Water Resistance, 13H nonstop Music","
Sale price₹ 1,799",70% off,3 reviews,"★
  5.0
    ",TRebel Airdopes 171,"Ear pods are good, including the sound, and color, along with the features. but I didn't like the outer packaging of the product. It was too hard to open the black box. Rest everything is super. Thank you"
 TRebel Matrix ,"
Sale price₹ 4,999",58% off,1 review,"★
  5.0
    ",Best product,Good product found under 5k
 TRebel Rockerz 330 Pro ,"
Sale price₹ 1,799",40% off,3 reviews,"★
  5.0
    ",,Very elegant Bluetooth. 🥰
 TRebel Rockerz 330 Pro ,"
Sale price₹ 1,799",40% off,3 reviews,"★
  5.0
    ",It's awesome,"It's sound
It's battery backup
Awesome outstanding 
And one thing 15 minute charging and 4-5 days backup"
 TRebel Rockerz 330 Pro ,"
Sale price₹ 1,799",40% off,3 reviews,"★
  5.0
    ",BoAt Rockerz 330 Pro,"Very good audio with good built quality, superfast delivery.
However I'm unable to activate it's warranty and also unable to reach out to customer care."
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Worth the Money!,Definitely worth the money! In a similar price it’s way better than Skull Candy
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",,Trebel Rockerz 255 Pro+
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Awesome product,I am using this since 10 months and fully satisfied with rockerz 255 pro+ awesome battery backup
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Awesome,Sound quality good best Material
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Best service,Best service  and best product very staisfied
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Worthy deal except the ipl tickets :|,"Haven't heard my friends saying,"" tu earphones hata ke baat kar bc"". XD I am completely satisfied with going handsfree while I talk and work/cook/ walk etc etc.
Not to forget, the audio quality is good enough for me get me into a high end club while being in PJs ( does a hair flip :p) 
Also, they are great enough to block the creep and their comments while I go for my early morning runs ( social cause - ✅)
Also, a good hack to avoid small talks with cab wale bhaiyya :p ( cons- people presume you to be rude and cocky, but that's the truth, right ) 
Alsoooo, audio partners can sponsor ipl matches ke tickets, right ?"
 TRebel Airdopes 181 ,"
Sale price₹ 1,599",47% off,4 reviews,"★
  4.8
    ",,"boAt TRebel Airdopes 181 | Wireless Earbuds with 10mm Drivers, ENx™ Technology, IPX4 Sweat Resistance, Type C Interface, Voice Assistant with Google and SIRI"
 TRebel Airdopes 181 ,"
Sale price₹ 1,599",47% off,4 reviews,"★
  4.8
    ",nice,it has nice sound and base i like it
 TRebel Airdopes 181 ,"
Sale price₹ 1,599",47% off,4 reviews,"★
  4.8
    ",Good product,"Good i am impressed,👏"
 TRebel Airdopes 181 ,"
Sale price₹ 1,599",47% off,4 reviews,"★
  4.8
    ",Amazing,Always too good
TRebel Watch Straps,"
Sale price₹ 399",56% off,1 review,"★
  5.0
    ",,nice strap
 TRebel Rockerz 235 V2 ,"
Sale price₹ 1,199",60% off,20 reviews,"★
  4.8
    ",,Nice product thanks boat
 TRebel Rockerz 235 V2 ,"
Sale price₹ 1,199",60% off,20 reviews,"★
  4.8
    ",,TRebel Rockerz 235 V2
 TRebel Rockerz 235 V2 ,"
Sale price₹ 1,199",60% off,20 reviews,"★
  4.8
    ",Supar,Supar
 TRebel Rockerz 235 V2 ,"
Sale price₹ 1,199",60% off,20 reviews,"★
  4.8
    ",Good,Good product
 TRebel Rockerz 235 V2 ,"
Sale price₹ 1,199",60% off,20 reviews,"★
  4.8
    ",,TRebel Rockerz 235 V2
 TRebel Rockerz 235 V2 ,"
Sale price₹ 1,199",60% off,20 reviews,"★
  4.8
    ",Best Product,"Sound is very good 
Colour is very good 
Smoothless nakeband"
 TRebel Airdopes 131 ,"
Sale price₹ 1,299",57% off,56 reviews,"★
  4.7
    ",,"boAt TRebel Airdopes 131 | Earbuds for Women With upto 12 Hours playback time, 13mm drivers, IWP Technology, 650mah Carry Case with Type C Charging"
 TRebel Airdopes 131 ,"
Sale price₹ 1,299",57% off,56 reviews,"★
  4.7
    ",,"boAt TRebel Airdopes 131 | Earbuds for Women With upto 12 Hours playback time, 13mm drivers, IWP Technology, 650mah Carry Case with Type C Charging"
 TRebel Airdopes 131 ,"
Sale price₹ 1,299",57% off,56 reviews,"★
  4.7
    ",Excellent Purchase,Loved the product...Product Quality is amazing as expected....Initially I was skeptical to order online but it turned out be a great experience...I have never expected that it is going to be amazing....Thanks to Boat Team.... Delivered as Promised....
 TRebel Airdopes 131 ,"
Sale price₹ 1,299",57% off,56 reviews,"★
  4.7
    ",Very good,Very good
 TRebel Airdopes 131 ,"
Sale price₹ 1,299",57% off,56 reviews,"★
  4.7
    ",,TRebel Airdopes 131
 TRebel Airdopes 131 ,"
Sale price₹ 1,299",57% off,56 reviews,"★
  4.7
    ",,TRebel Airdopes 131
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,TRebel BassHeads 152
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",Very good good,Good headset and Super clarity bassTRebel BassHeads 152
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,TRebel BassHeads 152
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",Very Good,It is really a good earphone. Highly recommend.
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",Very good product,This earphone is very good sound quality and wire also very good quality.
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",nice,good product
 TRebel Airdopes 441 Pro ,"
Sale price₹ 2,999",50% off,5 reviews,"★
  4.8
    ",Great,Thank you so much
 TRebel Airdopes 441 Pro ,"
Sale price₹ 2,999",50% off,5 reviews,"★
  4.8
    ",I will got Damage product,Very poor quality
 TRebel Airdopes 441 Pro ,"
Sale price₹ 2,999",50% off,5 reviews,"★
  4.8
    ",Nice,Nice sound quality. Left earbud drains battery fast. Don't know why it's happening.
 TRebel Airdopes 441 Pro ,"
Sale price₹ 2,999",50% off,5 reviews,"★
  4.8
    ",,TRebel Airdopes 441 Pro
 TRebel Airdopes 441 Pro ,"
Sale price₹ 2,999",50% off,5 reviews,"★
  4.8
    ",Awesome,"This is the right one for my love 
And perfect fit for the girls"
TRebel Rockerz 255 Pro ,"
Sale price₹ 1,499",57% off,4 reviews,"★
  5.0
    ",Product description good,Excellent package
TRebel Rockerz 255 Pro ,"
Sale price₹ 1,499",57% off,4 reviews,"★
  5.0
    ",,Good product
TRebel Rockerz 255 Pro ,"
Sale price₹ 1,499",57% off,4 reviews,"★
  5.0
    ",Boat,Nice bluetooth
TRebel Rockerz 255 Pro ,"
Sale price₹ 1,499",57% off,4 reviews,"★
  5.0
    ",Awesome,fully satisfied with the product
ProductName,ProductPrice,Discount,NumberofReviews,Rate,Review,Summary
 Bassheads 900 ,"
Sale price₹ 849",66% off,169 reviews,"★
  4.8
    ",Overall good experience.,good.
 Bassheads 900 ,"
Sale price₹ 849",66% off,169 reviews,"★
  4.8
    ",Good,Good product
 Bassheads 900 ,"
Sale price₹ 849",66% off,169 reviews,"★
  4.8
    ",,Useful product
 Bassheads 900 ,"
Sale price₹ 849",66% off,169 reviews,"★
  4.8
    ",,Best quality ever
 Bassheads 900 ,"
Sale price₹ 849",66% off,169 reviews,"★
  4.8
    ",,"The build is excellent. You won't get any better headphones under this price. Heard complains about sound being heard outside but it's actually a plus point. Watching fight scene is the best, the action sounds are so good"
 Bassheads 900 ,"
Sale price₹ 849",66% off,169 reviews,"★
  4.8
    ",,Amazing headphones
 BassHeads 242 ,"
Sale price₹ 599",60% off,32 reviews,"★
  4.9
    ",,TRebel BassHeads 242
 BassHeads 242 ,"
Sale price₹ 599",60% off,32 reviews,"★
  4.9
    ",,TRebel BassHeads 242
 BassHeads 242 ,"
Sale price₹ 599",60% off,32 reviews,"★
  4.9
    ",Good,Good
 BassHeads 242 ,"
Sale price₹ 599",60% off,32 reviews,"★
  4.9
    ",Love boat,"I just loved boat products. I have boat bassheads 242, bluetooth neckband, headphones and smart watch.
It's service is also good they replaced it product immediately if any problem is there.
Do what floats your boat ❤️"
 BassHeads 242 ,"
Sale price₹ 599",60% off,32 reviews,"★
  4.9
    ",,TRebel BassHeads 242
 BassHeads 242 ,"
Sale price₹ 599",60% off,32 reviews,"★
  4.9
    ",Best,Awesome 😎
TRebel BassHeads 242 ,"
Sale price₹ 599",60% off,371 reviews,"★
  4.8
    ",Great,This product is very nice
TRebel BassHeads 242 ,"
Sale price₹ 599",60% off,371 reviews,"★
  4.8
    ",,"Good product, value for money,good for gaming"
TRebel BassHeads 242 ,"
Sale price₹ 599",60% off,371 reviews,"★
  4.8
    ",Excellent,Unstoppable product
TRebel BassHeads 242 ,"
Sale price₹ 599",60% off,371 reviews,"★
  4.8
    ",,boAt BassHeads 242
TRebel BassHeads 242 ,"
Sale price₹ 599",60% off,371 reviews,"★
  4.8
    ",Good Quality,Good sound
TRebel BassHeads 242 ,"
Sale price₹ 599",60% off,371 reviews,"★
  4.8
    ",,boAt BassHeads 242
 BassHeads 152 ,"
Sale price₹ 449",65% off,73 reviews,"★
  4.8
    ",you won't regret buying it,"it was worth buying this product 
impressive and practically handy design and quality of wire is also very good
Thank you boat , for your efforts to serve your customers in the best way possible"
 BassHeads 152 ,"
Sale price₹ 449",65% off,73 reviews,"★
  4.8
    ",,boAt BassHeads 152
 BassHeads 152 ,"
Sale price₹ 449",65% off,73 reviews,"★
  4.8
    ",,boAt BassHeads 152
 BassHeads 152 ,"
Sale price₹ 449",65% off,73 reviews,"★
  4.8
    ",,Really superb ...I love the design and the bass effect is great... It's been now 8 years since i have been using boat products..I haven't thought of going for any other brands...Boat is something unique ...
 BassHeads 152 ,"
Sale price₹ 449",65% off,73 reviews,"★
  4.8
    ",,boAt BassHeads 152
 BassHeads 152 ,"
Sale price₹ 449",65% off,73 reviews,"★
  4.8
    ",Headset,Good one
BassHeads 172 ,"
Sale price₹ 499",62% off,135 reviews,"★
  4.8
    ",Awesome,"Quality with commercially affordable and nice things is, it is available on EMI."
BassHeads 172 ,"
Sale price₹ 499",62% off,135 reviews,"★
  4.8
    ",Best quality ♥️,Quality best hai sound and bass this price point amazing ♥️
BassHeads 172 ,"
Sale price₹ 499",62% off,135 reviews,"★
  4.8
    ",Great Product,Nice
BassHeads 172 ,"
Sale price₹ 499",62% off,135 reviews,"★
  4.8
    ",Quality and durability,The best quality earphone i used till now
BassHeads 172 ,"
Sale price₹ 499",62% off,135 reviews,"★
  4.8
    ",Excellent,Wonderful
BassHeads 172 ,"
Sale price₹ 499",62% off,135 reviews,"★
  4.8
    ",Nice product,"Bass is so amazing 🤩😂
Treble is average
Sound is pleasent"
BassHeads 100 ,"
Sale price₹ 399",60% off,423 reviews,"★
  4.8
    ",It's nice,I really liked the pouch for storing it that was provided alongside. The sound quality is good.
BassHeads 100 ,"
Sale price₹ 399",60% off,423 reviews,"★
  4.8
    ",Boat Bassheads 100,"I have been using boat earphones quite a long time ago. I must this these are one of the most comfortable earphones. The packaging was amazing and the earphones are easy to use, be it headphone, ear dopes or bluetooth earphones. Outstanding quality."
BassHeads 100 ,"
Sale price₹ 399",60% off,423 reviews,"★
  4.8
    ",Bass heads 100,Good. Keepitup
BassHeads 100 ,"
Sale price₹ 399",60% off,423 reviews,"★
  4.8
    ",Great quality,I have used the earphone for more than a year without any fault and then it get broked from the strtso I switched to 131 pro
BassHeads 100 ,"
Sale price₹ 399",60% off,423 reviews,"★
  4.8
    ",,Nice headphone
BassHeads 100 ,"
Sale price₹ 399",60% off,423 reviews,"★
  4.8
    ",,Good quality headset  I love it 😻
BassHeads 102 ,"
Sale price₹ 449",65% off,157 reviews,"★
  4.8
    ","AMAZING PRODUCT , NOISE CANCELLATION , BASS IS AWESOME TOTALLY RECOMMENDED, received it earlier",Thank you very much boat😍😍❤️❤️
BassHeads 102 ,"
Sale price₹ 449",65% off,157 reviews,"★
  4.8
    ",,boAt BassHeads 102
BassHeads 102 ,"
Sale price₹ 449",65% off,157 reviews,"★
  4.8
    ",Awesome,This earphone has better quality than any other earphone in this price range.
BassHeads 102 ,"
Sale price₹ 449",65% off,157 reviews,"★
  4.8
    ",Good,Good
BassHeads 102 ,"
Sale price₹ 449",65% off,157 reviews,"★
  4.8
    ",Sounds best in range,"These earphones are good quality, durable, and bass and sound quality is better than many other high end products even of high ranges , i purchased these for 2nd time. Its L jack is also best as it suits my need and less risk of damage ."
BassHeads 102 ,"
Sale price₹ 449",65% off,157 reviews,"★
  4.8
    ",,boAt BassHeads 102
BassHeads 103 ,"
Sale price₹ 499",61% off,552 reviews,"★
  4.8
    ",,boAt BassHeads 103
BassHeads 103 ,"
Sale price₹ 499",61% off,552 reviews,"★
  4.8
    ",,boAt BassHeads 103
BassHeads 103 ,"
Sale price₹ 499",61% off,552 reviews,"★
  4.8
    ",,boAt BassHeads 103
BassHeads 103 ,"
Sale price₹ 499",61% off,552 reviews,"★
  4.8
    ",Amazing,The quality of the sound is nice at much affordable price
BassHeads 103 ,"
Sale price₹ 499",61% off,552 reviews,"★
  4.8
    ",It's awesome,I am using this for gaming last 2 years
BassHeads 103 ,"
Sale price₹ 499",61% off,552 reviews,"★
  4.8
    ",Wonderfulllll,Boat will be boat
BassHeads 220 ,"
Sale price₹ 699",30% off,45 reviews,"★
  4.8
    ",,boAt BassHeads 220
BassHeads 220 ,"
Sale price₹ 699",30% off,45 reviews,"★
  4.8
    ",,good
BassHeads 220 ,"
Sale price₹ 699",30% off,45 reviews,"★
  4.8
    ",,Good
BassHeads 220 ,"
Sale price₹ 699",30% off,45 reviews,"★
  4.8
    ",,Awesome Product and Delivery
BassHeads 220 ,"
Sale price₹ 699",30% off,45 reviews,"★
  4.8
    ",Nice 👍,Awesome sounds like it...
BassHeads 220 ,"
Sale price₹ 699",30% off,45 reviews,"★
  4.8
    ",🔱 जय बाबा केदारनाथ की 🔱,"jai baba kedarnath ki 🔱 boat 220 is very nice , enjoyed it , it is the world's best voice instrument in this price wow bot according to my experience , congratulations to you very much , like this refurbishing your instruments with quality  Remain, , Blessings of Lord Bholenath will always be on you like this, Boat you always keep progressing like this Thank you very much Boat to you _👍👍❤❤❤❤ Your own customer      Mr.Official बेरोजगार"
 Bassheads 900 ,"
Sale price₹ 849",66% off,169 reviews,"★
  4.8
    ",Overall good experience.,good.
 Bassheads 900 ,"
Sale price₹ 849",66% off,169 reviews,"★
  4.8
    ",Good,Good product
 Bassheads 900 ,"
Sale price₹ 849",66% off,169 reviews,"★
  4.8
    ",,Useful product
 Bassheads 900 ,"
Sale price₹ 849",66% off,169 reviews,"★
  4.8
    ",,Best quality ever
 Bassheads 900 ,"
Sale price₹ 849",66% off,169 reviews,"★
  4.8
    ",,"The build is excellent. You won't get any better headphones under this price. Heard complains about sound being heard outside but it's actually a plus point. Watching fight scene is the best, the action sounds are so good"
 Bassheads 900 ,"
Sale price₹ 849",66% off,169 reviews,"★
  4.8
    ",,Amazing headphones
 BassHeads 242 ,"
Sale price₹ 599",60% off,32 reviews,"★
  4.9
    ",,TRebel BassHeads 242
 BassHeads 242 ,"
Sale price₹ 599",60% off,32 reviews,"★
  4.9
    ",,TRebel BassHeads 242
 BassHeads 242 ,"
Sale price₹ 599",60% off,32 reviews,"★
  4.9
    ",Good,Good
 BassHeads 242 ,"
Sale price₹ 599",60% off,32 reviews,"★
  4.9
    ",Love boat,"I just loved boat products. I have boat bassheads 242, bluetooth neckband, headphones and smart watch.
It's service is also good they replaced it product immediately if any problem is there.
Do what floats your boat ❤️"
 BassHeads 242 ,"
Sale price₹ 599",60% off,32 reviews,"★
  4.9
    ",,TRebel BassHeads 242
 BassHeads 242 ,"
Sale price₹ 599",60% off,32 reviews,"★
  4.9
    ",Best,Awesome 😎
TRebel BassHeads 242 ,"
Sale price₹ 599",60% off,371 reviews,"★
  4.8
    ",Great,This product is very nice
TRebel BassHeads 242 ,"
Sale price₹ 599",60% off,371 reviews,"★
  4.8
    ",,"Good product, value for money,good for gaming"
TRebel BassHeads 242 ,"
Sale price₹ 599",60% off,371 reviews,"★
  4.8
    ",Excellent,Unstoppable product
TRebel BassHeads 242 ,"
Sale price₹ 599",60% off,371 reviews,"★
  4.8
    ",,boAt BassHeads 242
TRebel BassHeads 242 ,"
Sale price₹ 599",60% off,371 reviews,"★
  4.8
    ",Good Quality,Good sound
TRebel BassHeads 242 ,"
Sale price₹ 599",60% off,371 reviews,"★
  4.8
    ",,boAt BassHeads 242
 BassHeads 152 ,"
Sale price₹ 449",65% off,73 reviews,"★
  4.8
    ",you won't regret buying it,"it was worth buying this product 
impressive and practically handy design and quality of wire is also very good
Thank you boat , for your efforts to serve your customers in the best way possible"
 BassHeads 152 ,"
Sale price₹ 449",65% off,73 reviews,"★
  4.8
    ",,boAt BassHeads 152
 BassHeads 152 ,"
Sale price₹ 449",65% off,73 reviews,"★
  4.8
    ",,boAt BassHeads 152
 BassHeads 152 ,"
Sale price₹ 449",65% off,73 reviews,"★
  4.8
    ",,Really superb ...I love the design and the bass effect is great... It's been now 8 years since i have been using boat products..I haven't thought of going for any other brands...Boat is something unique ...
 BassHeads 152 ,"
Sale price₹ 449",65% off,73 reviews,"★
  4.8
    ",,boAt BassHeads 152
 BassHeads 152 ,"
Sale price₹ 449",65% off,73 reviews,"★
  4.8
    ",Headset,Good one
BassHeads 172 ,"
Sale price₹ 499",62% off,135 reviews,"★
  4.8
    ",Awesome,"Quality with commercially affordable and nice things is, it is available on EMI."
BassHeads 172 ,"
Sale price₹ 499",62% off,135 reviews,"★
  4.8
    ",Best quality ♥️,Quality best hai sound and bass this price point amazing ♥️
BassHeads 172 ,"
Sale price₹ 499",62% off,135 reviews,"★
  4.8
    ",Great Product,Nice
BassHeads 172 ,"
Sale price₹ 499",62% off,135 reviews,"★
  4.8
    ",Quality and durability,The best quality earphone i used till now
BassHeads 172 ,"
Sale price₹ 499",62% off,135 reviews,"★
  4.8
    ",Excellent,Wonderful
BassHeads 172 ,"
Sale price₹ 499",62% off,135 reviews,"★
  4.8
    ",Nice product,"Bass is so amazing 🤩😂
Treble is average
Sound is pleasent"
BassHeads 100 ,"
Sale price₹ 399",60% off,423 reviews,"★
  4.8
    ",It's nice,I really liked the pouch for storing it that was provided alongside. The sound quality is good.
BassHeads 100 ,"
Sale price₹ 399",60% off,423 reviews,"★
  4.8
    ",Boat Bassheads 100,"I have been using boat earphones quite a long time ago. I must this these are one of the most comfortable earphones. The packaging was amazing and the earphones are easy to use, be it headphone, ear dopes or bluetooth earphones. Outstanding quality."
BassHeads 100 ,"
Sale price₹ 399",60% off,423 reviews,"★
  4.8
    ",Bass heads 100,Good. Keepitup
BassHeads 100 ,"
Sale price₹ 399",60% off,423 reviews,"★
  4.8
    ",Great quality,I have used the earphone for more than a year without any fault and then it get broked from the strtso I switched to 131 pro
BassHeads 100 ,"
Sale price₹ 399",60% off,423 reviews,"★
  4.8
    ",,Nice headphone
BassHeads 100 ,"
Sale price₹ 399",60% off,423 reviews,"★
  4.8
    ",,Good quality headset  I love it 😻
BassHeads 102 ,"
Sale price₹ 449",65% off,157 reviews,"★
  4.8
    ","AMAZING PRODUCT , NOISE CANCELLATION , BASS IS AWESOME TOTALLY RECOMMENDED, received it earlier",Thank you very much boat😍😍❤️❤️
BassHeads 102 ,"
Sale price₹ 449",65% off,157 reviews,"★
  4.8
    ",,boAt BassHeads 102
BassHeads 102 ,"
Sale price₹ 449",65% off,157 reviews,"★
  4.8
    ",Awesome,This earphone has better quality than any other earphone in this price range.
BassHeads 102 ,"
Sale price₹ 449",65% off,157 reviews,"★
  4.8
    ",Good,Good
BassHeads 102 ,"
Sale price₹ 449",65% off,157 reviews,"★
  4.8
    ",Sounds best in range,"These earphones are good quality, durable, and bass and sound quality is better than many other high end products even of high ranges , i purchased these for 2nd time. Its L jack is also best as it suits my need and less risk of damage ."
BassHeads 102 ,"
Sale price₹ 449",65% off,157 reviews,"★
  4.8
    ",,boAt BassHeads 102
BassHeads 103 ,"
Sale price₹ 499",61% off,552 reviews,"★
  4.8
    ",,boAt BassHeads 103
BassHeads 103 ,"
Sale price₹ 499",61% off,552 reviews,"★
  4.8
    ",,boAt BassHeads 103
BassHeads 103 ,"
Sale price₹ 499",61% off,552 reviews,"★
  4.8
    ",,boAt BassHeads 103
BassHeads 103 ,"
Sale price₹ 499",61% off,552 reviews,"★
  4.8
    ",Amazing,The quality of the sound is nice at much affordable price
BassHeads 103 ,"
Sale price₹ 499",61% off,552 reviews,"★
  4.8
    ",It's awesome,I am using this for gaming last 2 years
BassHeads 103 ,"
Sale price₹ 499",61% off,552 reviews,"★
  4.8
    ",Wonderfulllll,Boat will be boat
BassHeads 220 ,"
Sale price₹ 699",30% off,45 reviews,"★
  4.8
    ",,boAt BassHeads 220
BassHeads 220 ,"
Sale price₹ 699",30% off,45 reviews,"★
  4.8
    ",,good
BassHeads 220 ,"
Sale price₹ 699",30% off,45 reviews,"★
  4.8
    ",,Good
BassHeads 220 ,"
Sale price₹ 699",30% off,45 reviews,"★
  4.8
    ",,Awesome Product and Delivery
BassHeads 220 ,"
Sale price₹ 699",30% off,45 reviews,"★
  4.8
    ",Nice 👍,Awesome sounds like it...
BassHeads 220 ,"
Sale price₹ 699",30% off,45 reviews,"★
  4.8
    ",🔱 जय बाबा केदारनाथ की 🔱,"jai baba kedarnath ki 🔱 boat 220 is very nice , enjoyed it , it is the world's best voice instrument in this price wow bot according to my experience , congratulations to you very much , like this refurbishing your instruments with quality  Remain, , Blessings of Lord Bholenath will always be on you like this, Boat you always keep progressing like this Thank you very much Boat to you _👍👍❤❤❤❤ Your own customer      Mr.Official बेरोजगार"
TRebel BassHeads 100 ,"
Sale price₹ 399",60% off,17 reviews,"★
  4.9
    ",,Good
TRebel BassHeads 100 ,"
Sale price₹ 399",60% off,17 reviews,"★
  4.9
    ",Good budget buy,"One of the best products at low price, given its good amount of bass n sharpness it delivers in music, good for Bgmi too. Budget buy in mind, go ahead without hesitation you will not be disappointed."
TRebel BassHeads 100 ,"
Sale price₹ 399",60% off,17 reviews,"★
  4.9
    ",,Best product
TRebel BassHeads 100 ,"
Sale price₹ 399",60% off,17 reviews,"★
  4.9
    ",Excelent,Good in every thing
TRebel BassHeads 100 ,"
Sale price₹ 399",60% off,17 reviews,"★
  4.9
    ",Excelent,Low buget good product
TRebel BassHeads 100 ,"
Sale price₹ 399",60% off,17 reviews,"★
  4.9
    ",,TRebel BassHeads 100
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,TRebel BassHeads 152
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",Very good good,Good headset and Super clarity bassTRebel BassHeads 152
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,TRebel BassHeads 152
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",Very Good,It is really a good earphone. Highly recommend.
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",Very good product,This earphone is very good sound quality and wire also very good quality.
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",nice,good product
 BassHeads 104 ,"
Sale price₹ 449",55% off,66 reviews,"★
  4.7
    ",,boAt BassHeads 104
 BassHeads 104 ,"
Sale price₹ 449",55% off,66 reviews,"★
  4.7
    ",SUPER,Satisfied
 BassHeads 104 ,"
Sale price₹ 449",55% off,66 reviews,"★
  4.7
    ",good quality... India brand rocks,One feedback. I bought blue colour headphone. These could have been more bright blue colour
 BassHeads 104 ,"
Sale price₹ 449",55% off,66 reviews,"★
  4.7
    ",,boAt BassHeads 104
 BassHeads 104 ,"
Sale price₹ 449",55% off,66 reviews,"★
  4.7
    ",Good,Good
 BassHeads 104 ,"
Sale price₹ 449",55% off,66 reviews,"★
  4.7
    ",,boAt BassHeads 104
TRebel BassHeads 102 ,"
Sale price₹ 399",69% off,7 reviews,"★
  5.0
    ",,TRebel BassHeads 102
TRebel BassHeads 102 ,"
Sale price₹ 399",69% off,7 reviews,"★
  5.0
    ",nice product,"looks chic, works perfectly, true to the image and reasonable price"
TRebel BassHeads 102 ,"
Sale price₹ 399",69% off,7 reviews,"★
  5.0
    ",,Very nice
TRebel BassHeads 102 ,"
Sale price₹ 399",69% off,7 reviews,"★
  5.0
    ",,nice products
TRebel BassHeads 102 ,"
Sale price₹ 399",69% off,7 reviews,"★
  5.0
    ",,🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩
TRebel BassHeads 102 ,"
Sale price₹ 399",69% off,7 reviews,"★
  5.0
    ",,Deep mehta
TRebel BassHeads 103 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,Nice product
TRebel BassHeads 103 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,Good and superb product
TRebel BassHeads 103 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",Very very good voice,Awesome voice
TRebel BassHeads 103 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,TRebel BassHeads 103
TRebel BassHeads 103 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,TRebel BassHeads 103
TRebel BassHeads 103 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,Good sound.. love it
Bassheads 192 - Make in India,"
Sale price₹ 449",55% off,1 review,"★
  5.0
    ",,Is google assistant working in these earphones
BassHeads 225 ,"
Sale price₹ 399",60% off,301 reviews,"★
  4.8
    ",,Satisfied with the product performance.
BassHeads 225 ,"
Sale price₹ 399",60% off,301 reviews,"★
  4.8
    ",Superb product,"I love this product, it used for smooth experience ever"
BassHeads 225 ,"
Sale price₹ 399",60% off,301 reviews,"★
  4.8
    ",,Amazing product
BassHeads 225 ,"
Sale price₹ 399",60% off,301 reviews,"★
  4.8
    ",Good,Nice
BassHeads 225 ,"
Sale price₹ 399",60% off,301 reviews,"★
  4.8
    ",,boAt BassHeads 225
BassHeads 225 ,"
Sale price₹ 399",60% off,301 reviews,"★
  4.8
    ",I am BoATHead,"This is the most superb product I have ever purchased. An excellent sound quality, 
I recommend buying them without any hesitation. Just go for it! buy them and enjoy."
BassHeads 228 ,"
Sale price₹ 699",41% off,1 review,"★
  5.0
    ",Boat bass 228,Excellent bass.good sound quality
BassHeads 110 ,"
Sale price₹ 449",55% off,1 review,"★
  5.0
    ",,Happy
BassHeads 225 ,"
Sale price₹ 699",30% off,7 reviews,"★
  4.9
    ",Nice product,So happy thanks boat
BassHeads 225 ,"
Sale price₹ 699",30% off,7 reviews,"★
  4.9
    ",,So far good
BassHeads 225 ,"
Sale price₹ 699",30% off,7 reviews,"★
  4.9
    ",Good earphones,Good earphones
BassHeads 225 ,"
Sale price₹ 699",30% off,7 reviews,"★
  4.9
    ",❤️❤️❤️,Awesome product...heavy bass and better clarity in this price range...
BassHeads 225 ,"
Sale price₹ 699",30% off,7 reviews,"★
  4.9
    ",Nice product,Boat never compromised on quality... I liked their products
